asessor,Search Type,Source,Http,Title,Year,Type,Venue,Core,Abstract,Keywords,Citation,,,,,
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s10766-016-0456-z,Hadoop Based Parallel Binary Bat Algorithm for Network Intrusion Detection,2017,Type,International Journal of Parallel Programming,Core,"In Internet applications, due to the growth of big data with more features, intrusion detection has become a difficult process in terms of computational complexity, storage efficiency and getting optimized solutions of classification through existing sequential computing environment. Using a parallel computing model and a nature inspired feature selection technique, a Hadoop Based Parallel Binary Bat Algorithm method is proposed for efficient feature selection and classification in order to obtain optimized detection rate. The MapReduce programming model of Hadoop improves computational complexity, the Parallel Binary Bat algorithm optimizes the prominent features selection and parallel Naïve Bayes provide cost-effective classification. The experimental results show that the proposed methodologies perform competently better than sequential computing approaches on massive data and the computational complexity is significantly reduced for feature selection as well as classification in big data applications.","Hadoop
Parallel Binary Bat
MapReduce
Feature selection
Classification",0,,,,"In Internet applications, due to the growth of big data with more features, intrusion detection has become a difficult process in terms of computational complexity, storage efficiency and getting optimized solutions of classification through existing sequential computing environment. Using a parallel computing model and a nature inspired feature selection technique, a Hadoop Based Parallel Binary Bat Algorithm method is proposed for efficient feature selection and classification in order to obtain optimized detection rate. The MapReduce programming model of Hadoop improves computational complexity, the Parallel Binary Bat algorithm optimizes the prominent features selection and parallel Naïve Bayes provide cost-effective classification. The experimental results show that the proposed methodologies perform competently better than sequential computing approaches on massive data and the computational complexity is significantly reduced for feature selection as well as classification in big data applications.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1186/s13638-019-1591-1,Web intrusion detection system combined with feature analysis and SVM optimization,2020,Type,EURASIP Journal on Wireless Communications and Networking,Core,"The current network traffic is large, and the network attacks have multiple types. Therefore, anomaly detection model combined with machine learning is developing rapidly. Frequent occurrences of Web Application Firewall (WAF) bypass attacks and the redundancy of the data characteristics in Hypertext Transfer Protocol (HTTP) protocol make it difficult to extract data characteristics. In this paper, an integrated web intrusion detection system combined with feature analysis and support vector machine (SVM) optimization is proposed. By using expert’s knowledge, the characteristics of the common Web attacks are analyzed. The related data characteristics are selected by the analysis of the HTTP protocol. In the classification learning, the mature and robust support vector machine algorithm is utilized and the grid search method is used for the parameter optimization. Consequently, a better detection capability on Web attacks can be obtained. By using the HTTP DATASET CSIC 2010 data set, experiments have been carried out to compare the detection capability of different kernel functions. The results show that the proposed system performs good in the detection capability and can detect the WAF bypass attacks effectively.","Hidden Markov model
Protocol analysis
Support vector machine
Grid search",0,,,,"The current network traffic is large, and the network attacks have multiple types. Therefore, anomaly detection model combined with machine learning is developing rapidly. Frequent occurrences of Web Application Firewall (WAF) bypass attacks and the redundancy of the data characteristics in Hypertext Transfer Protocol (HTTP) protocol make it difficult to extract data characteristics. In this paper, an integrated web intrusion detection system combined with feature analysis and support vector machine (SVM) optimization is proposed. By using expert’s knowledge, the characteristics of the common Web attacks are analyzed. The related data characteristics are selected by the analysis of the HTTP protocol. In the classification learning, the mature and robust support vector machine algorithm is utilized and the grid search method is used for the parameter optimization. Consequently, a better detection capability on Web attacks can be obtained. By using the HTTP DATASET CSIC 2010 data set, experiments have been carried out to compare the detection capability of different kernel functions. The results show that the proposed system performs good in the detection capability and can detect the WAF bypass attacks effectively.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s11227-023-05715-0,NEAE: NeuroEvolution AutoEncoder for anomaly detection in internet traffic data,2024,Type,The Journal of Supercomputing,Core,"Abnormal behaviors degrade overall system efficiency and may lead to system suspension. Extensive academic research has focused on anomaly detection across various sectors, including industrial, information security, and artificial intelligence. In this study, we propose a NeuroEvolution AutoEncoder (NEAE) for classifying and predicting abnormalities in internet-based applications. The NEAE is genetically programmed to process dataset features that encompass abnormal behaviors in internet activities. Our approach targets multivariate anomalies using parallel dimension processing, aiming for synchronized intelligence. Genetic programming is central to our technique, enhancing optimization. We evaluate our proposed technique using a substantial internet-based dataset, specifically network traffic. Simulation results demonstrate the effectiveness of the NEAE in detecting abnormalities based on performance metrics. Given its relevance and integration with diverse industries such as the Internet of Things, wireless communication, network traffic, and the web, we choose an Internet-based application dataset to validate the NEAE’s performance.","Evolutionary
NeuroEvolution
Abnormality
Network",1 Citation,,,,"Abnormal behaviors degrade overall system efficiency and may lead to system suspension. Extensive academic research has focused on anomaly detection across various sectors, including industrial, information security, and artificial intelligence. In this study, we propose a NeuroEvolution AutoEncoder (NEAE) for classifying and predicting abnormalities in internet-based applications. The NEAE is genetically programmed to process dataset features that encompass abnormal behaviors in internet activities. Our approach targets multivariate anomalies using parallel dimension processing, aiming for synchronized intelligence. Genetic programming is central to our technique, enhancing optimization. We evaluate our proposed technique using a substantial internet-based dataset, specifically network traffic. Simulation results demonstrate the effectiveness of the NEAE in detecting abnormalities based on performance metrics. Given its relevance and integration with diverse industries such as the Internet of Things, wireless communication, network traffic, and the web, we choose an Internet-based application dataset to validate the NEAE’s performance.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s11227-024-06018-8,Semi-supervised attack detection in industrial control systems with deviation networks and feature selection,2024,Type,The Journal of Supercomputing,Core,"With the rapid development of Industry 4.0, the importance of cyber security for industrial control systems has become increasingly prominent. The complexity and diversity of industrial control systems result in data with high dimensionality and strong correlation, posing significant challenges in obtaining labeled data. However, current intrusion detection methods often demand large amounts of labeled data for effective training. To address this limitation, this paper proposes a semi-supervised anomaly detection framework, called SFSD, which leverages feature selection and deviation networks to detect anomalies in industrial control systems. Specifically, we introduce a feature selection algorithm (IG-PCA) that utilizes information gain and principal component analysis to reduce the dimensionality of features in industrial control data by eliminating redundant features. Then, we propose a semi-supervised learning method based on an improved deviation network, which utilizes an anomaly scoring network to learn end-to-end anomaly scores for the training data, thus assigning anomaly scores to each training data. Finally, using a limited amount of anomaly-labeled data, we design a specific deviation loss function to optimize the anomaly scoring network, enabling a significant score bias between positive and negative samples. Experimental results demonstrate that the proposed SFSD outperforms existing semi-supervised anomaly detection frameworks by improving the accuracy and detection rate by an average of 1–2%. Moreover, SFSD requires less training time compared to existing frameworks, resulting in a training time reduction of approximately 10% or more.","Industrial control systems
Intrusion detection
Feature selection
Semi-supervised learning
PCA",0,,,,"With the rapid development of Industry 4.0, the importance of cyber security for industrial control systems has become increasingly prominent. The complexity and diversity of industrial control systems result in data with high dimensionality and strong correlation, posing significant challenges in obtaining labeled data. However, current intrusion detection methods often demand large amounts of labeled data for effective training. To address this limitation, this paper proposes a semi-supervised anomaly detection framework, called SFSD, which leverages feature selection and deviation networks to detect anomalies in industrial control systems. Specifically, we introduce a feature selection algorithm (IG-PCA) that utilizes information gain and principal component analysis to reduce the dimensionality of features in industrial control data by eliminating redundant features. Then, we propose a semi-supervised learning method based on an improved deviation network, which utilizes an anomaly scoring network to learn end-to-end anomaly scores for the training data, thus assigning anomaly scores to each training data. Finally, using a limited amount of anomaly-labeled data, we design a specific deviation loss function to optimize the anomaly scoring network, enabling a significant score bias between positive and negative samples. Experimental results demonstrate that the proposed SFSD outperforms existing semi-supervised anomaly detection frameworks by improving the accuracy and detection rate by an average of 1–2%. Moreover, SFSD requires less training time compared to existing frameworks, resulting in a training time reduction of approximately 10% or more.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1186/s40537-014-0007-7,Deep learning applications and challenges in big data analytics,2015,Type,Journal of Big Data,Core,"Big Data Analytics and Deep Learning are two high-focus of data science. Big Data has become important as many organizations both public and private have been collecting massive amounts of domain-specific information, which can contain useful information about problems such as national intelligence, cyber security, fraud detection, marketing, and medical informatics. Companies such as Google and Microsoft are analyzing large volumes of data for business analysis and decisions, impacting existing and future technology. Deep Learning algorithms extract high-level, complex abstractions as data representations through a hierarchical learning process. Complex abstractions are learnt at a given level based on relatively simpler abstractions formulated in the preceding level in the hierarchy. A key benefit of Deep Learning is the analysis and learning of massive amounts of unsupervised data, making it a valuable tool for Big Data Analytics where raw data is largely unlabeled and un-categorized. In the present study, we explore how Deep Learning can be utilized for addressing some important problems in Big Data Analytics, including extracting complex patterns from massive volumes of data, semantic indexing, data tagging, fast information retrieval, and simplifying discriminative tasks. We also investigate some aspects of Deep Learning research that need further exploration to incorporate specific challenges introduced by Big Data Analytics, including streaming data, high-dimensional data, scalability of models, and distributed computing. We conclude by presenting insights into relevant future works by posing some questions, including defining data sampling criteria, domain adaptation modeling, defining criteria for obtaining useful data abstractions, improving semantic indexing, semi-supervised learning, and active learning.",Artificial Intelligence,0,,,,"Big Data Analytics and Deep Learning are two high-focus of data science. Big Data has become important as many organizations both public and private have been collecting massive amounts of domain-specific information, which can contain useful information about problems such as national intelligence, cyber security, fraud detection, marketing, and medical informatics. Companies such as Google and Microsoft are analyzing large volumes of data for business analysis and decisions, impacting existing and future technology. Deep Learning algorithms extract high-level, complex abstractions as data representations through a hierarchical learning process. Complex abstractions are learnt at a given level based on relatively simpler abstractions formulated in the preceding level in the hierarchy. A key benefit of Deep Learning is the analysis and learning of massive amounts of unsupervised data, making it a valuable tool for Big Data Analytics where raw data is largely unlabeled and un-categorized. In the present study, we explore how Deep Learning can be utilized for addressing some important problems in Big Data Analytics, including extracting complex patterns from massive volumes of data, semantic indexing, data tagging, fast information retrieval, and simplifying discriminative tasks. We also investigate some aspects of Deep Learning research that need further exploration to incorporate specific challenges introduced by Big Data Analytics, including streaming data, high-dimensional data, scalability of models, and distributed computing. We conclude by presenting insights into relevant future works by posing some questions, including defining data sampling criteria, domain adaptation modeling, defining criteria for obtaining useful data abstractions, improving semantic indexing, semi-supervised learning, and active learning.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s10462-024-10995-w,Revisiting streaming anomaly detection: benchmark and evaluation,2024,Type,Artificial Intelligence Review,Core,"Anomaly detection in streaming data is an important task for many real-world applications, such as network security, fraud detection, and system monitoring. However, streaming data often exhibit concept drift, which means that the data distribution changes over time. This poses a significant challenge for many anomaly detection algorithms, as they need to adapt to the evolving data to maintain high detection accuracy. Existing streaming anomaly detection algorithms lack a unified evaluation framework that validly assesses their performance and robustness under different types of concept drifts and anomalies. In this paper, we conduct a systematic technical review of the state-of-the-art methods for anomaly detection in streaming data. We propose a new data generator, called SCAR (Streaming data generator with Customizable Anomalies and concept dRifts), that can synthesize streaming data based on synthetic and real-world datasets from different domains. Furthermore, we adapt four static anomaly detection models to the streaming setting using a generic reconstruction strategy as baselines, and then compare them systematically with 9 existing streaming anomaly detection algorithms on 76 synthesized datasets that have various types of anomalies and concept drifts. The challenges and future research directions for anomaly detection in streaming data are also presented.",Artificial Intelligence,0,,,,"Anomaly detection in streaming data is an important task for many real-world applications, such as network security, fraud detection, and system monitoring. However, streaming data often exhibit concept drift, which means that the data distribution changes over time. This poses a significant challenge for many anomaly detection algorithms, as they need to adapt to the evolving data to maintain high detection accuracy. Existing streaming anomaly detection algorithms lack a unified evaluation framework that validly assesses their performance and robustness under different types of concept drifts and anomalies. In this paper, we conduct a systematic technical review of the state-of-the-art methods for anomaly detection in streaming data. We propose a new data generator, called SCAR (Streaming data generator with Customizable Anomalies and concept dRifts), that can synthesize streaming data based on synthetic and real-world datasets from different domains. Furthermore, we adapt four static anomaly detection models to the streaming setting using a generic reconstruction strategy as baselines, and then compare them systematically with 9 existing streaming anomaly detection algorithms on 76 synthesized datasets that have various types of anomalies and concept drifts. The challenges and future research directions for anomaly detection in streaming data are also presented.",Medium
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s12650-021-00789-5,HyIDSVis: hybrid intrusion detection visualization analysis based on rare category and association rules,2022,Type,Journal of Visualization,Core,"Cyber security issues are always worthy of attention. Intrusion detection system (IDS) is one of approaches used to protect computer system and identify potential attack. However, existing methods are limited by high-dimensional computational complexity in rare or unknown attack detection task. To improve the ability of detecting anomaly intrusions, a hybrid intrusion detection framework is proposed in this paper. The proposed RuleRCD algorithm first uses fuzzy association rules based on Apriori and K-Means algorithm for normal pattern and major attack detection. The other data are then fed to an active learning-based rare category detection algorithm to identify its attack pattern. This paper also introduces an interactive visualization system, which integrates experts’ decision into intrusion detection workflow. The method improves the effectiveness and interpretability of detection process. KDD-99 dataset is used to evaluate the proposed framework. The result shows that the approach outperforms some methods, especially in terms of the rare attack.","Visualization system
Cyber intrusion detection
Rare category detection
Association rules",0,,,,"Cyber security issues are always worthy of attention. Intrusion detection system (IDS) is one of approaches used to protect computer system and identify potential attack. However, existing methods are limited by high-dimensional computational complexity in rare or unknown attack detection task. To improve the ability of detecting anomaly intrusions, a hybrid intrusion detection framework is proposed in this paper. The proposed RuleRCD algorithm first uses fuzzy association rules based on Apriori and K-Means algorithm for normal pattern and major attack detection. The other data are then fed to an active learning-based rare category detection algorithm to identify its attack pattern. This paper also introduces an interactive visualization system, which integrates experts’ decision into intrusion detection workflow. The method improves the effectiveness and interpretability of detection process. KDD-99 dataset is used to evaluate the proposed framework. The result shows that the approach outperforms some methods, especially in terms of the rare attack.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1186/1687-417X-2014-3,ADLU: a novel anomaly detection and location-attribution algorithm for UWB wireless sensor networks,2014,Type,EURASIP Journal on Information Security,Core,"Wireless sensor networks (WSNs) are gaining more and more interest in the research community due to their unique characteristics. Besides energy consumption considerations, security has emerged as an equally important aspect in their network design. This is because WSNs are vulnerable to various types of attacks and to node compromises, and as such, they require security mechanisms to defend against them. An intrusion detection system (IDS) is one such solution to the problem. While several signature-based and anomaly-based detection algorithms have been proposed to date for WSNs, none of them is specifically designed for the ultra-wideband (UWB) radio technology. UWB is a key solution for wireless connectivity among inexpensive devices characterized by ultra-low power consumption and high precision ranging. Based on these principles, in this paper, we propose a novel anomaly-based detection and location-attribution algorithm for cluster-based UWB WSNs. The proposed algorithm, abbreviated as ADLU, has dedicated procedures for secure cluster formation, periodic re-clustering, and efficient cluster member monitoring. The performance of ADLU in identifying and localizing intrusions using a rule-based anomaly detection scheme is studied via simulations.","Wireless sensor networks
UWB radio technology
Security in UWB WSNs
Anomaly-based detection
Attack attribution
Ranging attacks",8 Citations,,,,"Wireless sensor networks (WSNs) are gaining more and more interest in the research community due to their unique characteristics. Besides energy consumption considerations, security has emerged as an equally important aspect in their network design. This is because WSNs are vulnerable to various types of attacks and to node compromises, and as such, they require security mechanisms to defend against them. An intrusion detection system (IDS) is one such solution to the problem. While several signature-based and anomaly-based detection algorithms have been proposed to date for WSNs, none of them is specifically designed for the ultra-wideband (UWB) radio technology. UWB is a key solution for wireless connectivity among inexpensive devices characterized by ultra-low power consumption and high precision ranging. Based on these principles, in this paper, we propose a novel anomaly-based detection and location-attribution algorithm for cluster-based UWB WSNs. The proposed algorithm, abbreviated as ADLU, has dedicated procedures for secure cluster formation, periodic re-clustering, and efficient cluster member monitoring. The performance of ADLU in identifying and localizing intrusions using a rule-based anomaly detection scheme is studied via simulations.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s12243-024-01049-x,CSNet 2022 special issue—decentralized and data-driven security in networking,2024,Type,Annals of Telecommunications,Core,"Correspondence to
Diogo Menezes Ferrazani Mattos.",,0,,,,"Correspondence to
Diogo Menezes Ferrazani Mattos.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s00521-020-05627-7,Hidden Markov models on a self-organizing map for anomaly detection in 802.11 wireless networks,2021,Type,Neural Computing and Applications,Core,"The present work introduces a hybrid integration of the self-organizing map and the hidden Markov model (HMM) for anomaly detection in 802.11 wireless networks. The self-organizing hidden Markov model map (SOHMMM) deals with the spatial connections of HMMs, along with the inherent temporal dependencies of data sequences. In essence, an HMM is associated with each neuron of the SOHMMM lattice. In this paper, the SOHMMM algorithm is employed for anomaly detection in 802.11 wireless access point usage data. Furthermore, we extend the SOHMMM online gradient descent unsupervised learning algorithm for multivariate Gaussian emissions. The experimental analysis uses two types of data: synthetic data to investigate the accuracy and convergence of the SOHMMM algorithm and wireless simulation data to verify the significance and efficiency of the algorithm in anomaly detection. The sensitivity and specificity of the SOHMMM algorithm in anomaly detection are compared to two other approaches, namely HMM initialized with universal background model (HMM-UBM) and SOHMMM with zero neighborhood (Z-SOHMMM). The results from the wireless simulation experiments show that SOHMMM outperformed the aforementioned approaches in all the presented anomalous scenarios.",Artificial Intelligence,0,,,,"The present work introduces a hybrid integration of the self-organizing map and the hidden Markov model (HMM) for anomaly detection in 802.11 wireless networks. The self-organizing hidden Markov model map (SOHMMM) deals with the spatial connections of HMMs, along with the inherent temporal dependencies of data sequences. In essence, an HMM is associated with each neuron of the SOHMMM lattice. In this paper, the SOHMMM algorithm is employed for anomaly detection in 802.11 wireless access point usage data. Furthermore, we extend the SOHMMM online gradient descent unsupervised learning algorithm for multivariate Gaussian emissions. The experimental analysis uses two types of data: synthetic data to investigate the accuracy and convergence of the SOHMMM algorithm and wireless simulation data to verify the significance and efficiency of the algorithm in anomaly detection. The sensitivity and specificity of the SOHMMM algorithm in anomaly detection are compared to two other approaches, namely HMM initialized with universal background model (HMM-UBM) and SOHMMM with zero neighborhood (Z-SOHMMM). The results from the wireless simulation experiments show that SOHMMM outperformed the aforementioned approaches in all the presented anomalous scenarios.",Medium
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s10844-023-00819-8,Learning autoencoder ensembles for detecting malware hidden communications in IoT ecosystems,2024,Type,Journal of Intelligent Information Systems,Core,"Modern IoT ecosystems are the preferred target of threat actors wanting to incorporate resource-constrained devices within a botnet or leak sensitive information. A major research effort is then devoted to create countermeasures for mitigating attacks, for instance, hardware-level verification mechanisms or effective network intrusion detection frameworks. Unfortunately, advanced malware is often endowed with the ability of cloaking communications within network traffic, e.g., to orchestrate compromised IoT nodes or exfiltrate data without being noticed. Therefore, this paper showcases how different autoencoder-based architectures can spot the presence of malicious communications hidden in conversations, especially in the TTL of IPv4 traffic. To conduct tests, this work considers IoT traffic traces gathered in a real setting and the presence of an attacker deploying two hiding schemes (i.e., naive and “elusive” approaches). Collected results showcase the effectiveness of our method as well as the feasibility of deploying autoencoders in production-quality IoT settings.",Artificial Intelligence,0,,,,"Modern IoT ecosystems are the preferred target of threat actors wanting to incorporate resource-constrained devices within a botnet or leak sensitive information. A major research effort is then devoted to create countermeasures for mitigating attacks, for instance, hardware-level verification mechanisms or effective network intrusion detection frameworks. Unfortunately, advanced malware is often endowed with the ability of cloaking communications within network traffic, e.g., to orchestrate compromised IoT nodes or exfiltrate data without being noticed. Therefore, this paper showcases how different autoencoder-based architectures can spot the presence of malicious communications hidden in conversations, especially in the TTL of IPv4 traffic. To conduct tests, this work considers IoT traffic traces gathered in a real setting and the presence of an attacker deploying two hiding schemes (i.e., naive and “elusive” approaches). Collected results showcase the effectiveness of our method as well as the feasibility of deploying autoencoders in production-quality IoT settings.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s00500-016-2258-z,Streaming data anomaly detection method based on hyper-grid structure and online ensemble learning,2017,Type,Soft Computing,Core,"This paper proposes a novel online streaming data anomaly detection method. By using the new method, the improved \(L_{1}\) detection neighbor region optimizes the initial hyper-grid-based anomaly detection method by decreasing the quantity of neighbor detection region, and online ensemble learning adapts to the distribution evolving characteristic of streaming data and overcomes the difficulty of obtaining the optimal hyper-grid structure. To validate the proposed method, the paper uses a real-world dataset and two simulated datasets and finds out that the experimental results are near to the optimal results.",Artificial Intelligence,0,,,,"This paper proposes a novel online streaming data anomaly detection method. By using the new method, the improved \(L_{1}\) detection neighbor region optimizes the initial hyper-grid-based anomaly detection method by decreasing the quantity of neighbor detection region, and online ensemble learning adapts to the distribution evolving characteristic of streaming data and overcomes the difficulty of obtaining the optimal hyper-grid structure. To validate the proposed method, the paper uses a real-world dataset and two simulated datasets and finds out that the experimental results are near to the optimal results.",Medium
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s10723-020-09505-3,An Anomaly Data Mining Method for Mass Sensor Networks Using Improved PSO Algorithm Based on Spark Parallel Framework,2020,Type,Journal of Grid Computing,Core,"Accurate detection and capture of anomaly data in complex network data stream is an important part of ensuring network security. Traditional methods cannot adapt to the high dynamic changes of abnormal data characteristics in complex network. Thus, the detection accuracy is reduced. In this paper, a k-means parallel clustering algorithm is proposed. It is optimized by particle swarm optimization with dynamic adaptive inertia weight (dsPSOK-means). And it is used to mine the anomaly data for mass sensor networks. The inertia weight is dynamically adjusted through the fitness function, so that the dsPSO algorithm has the adaptive characteristics. Then, the output of the dsPSO algorithm is taken as the input of the k-means algorithm. Thus, the intelligence and self-adaptability of the k-means algorithm in selecting the initial center point is improved. Finally, with the help of Spark platform, the parallelization of dsPSOK-means clustering algorithm in the clustering environment is designed and implemented. It is shown by the experimental results that the traffic among nodes in the execution process can be effectively reduced by the dsPSOK-means algorithm. And the accuracy of abnormal data mining in complex network data flow is 5% higher than that of the comparison algorithm on average.","Spark parallel framework
Anomaly data mining
Fitness function
Improved PSO algorithm
Sensor network
Mass data",0,,,,"Accurate detection and capture of anomaly data in complex network data stream is an important part of ensuring network security. Traditional methods cannot adapt to the high dynamic changes of abnormal data characteristics in complex network. Thus, the detection accuracy is reduced. In this paper, a k-means parallel clustering algorithm is proposed. It is optimized by particle swarm optimization with dynamic adaptive inertia weight (dsPSOK-means). And it is used to mine the anomaly data for mass sensor networks. The inertia weight is dynamically adjusted through the fitness function, so that the dsPSO algorithm has the adaptive characteristics. Then, the output of the dsPSO algorithm is taken as the input of the k-means algorithm. Thus, the intelligence and self-adaptability of the k-means algorithm in selecting the initial center point is improved. Finally, with the help of Spark platform, the parallelization of dsPSOK-means clustering algorithm in the clustering environment is designed and implemented. It is shown by the experimental results that the traffic among nodes in the execution process can be effectively reduced by the dsPSOK-means algorithm. And the accuracy of abnormal data mining in complex network data flow is 5% higher than that of the comparison algorithm on average.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s00170-024-13874-4,Improving operations through a lean AI paradigm: a view to an AI-aided lean manufacturing via versatile convolutional neural network,2024,Type,The International Journal of Advanced Manufacturing Technology,Core,"Integrating Lean Manufacturing tools with artificial intelligence (AI) is emerging as a revolutionary approach to optimize production processes, reduce waste, and enhance efficiency. Traditional Lean practices focus on waste reduction and process improvement, often relying on human expertise for problem identification and resolution. AI algorithms, on the other hand, excel in pattern recognition, data analysis, and decision-making. Lean tools and AI can offer more precise, data-driven solutions for common manufacturing challenges when integrated. AI algorithms can automate and refine Lean techniques like value stream mapping, Kanban, and 5S by providing real-time, actionable insights drawn from big data. This fusion of Lean and AI aids in predictive maintenance, quality control, and optimization, enhancing the efficiency and responsiveness of the manufacturing process. Moreover, AI’s capability for machine learning allows the system to adapt and improve autonomously over time, further aligning with Lean’s continuous improvement ethos. Seven case studies were conducted to show how this alignment might aid Lean Manufacturing. However, successful implementation necessitates overcoming data quality and algorithmic bias challenges. Despite these hurdles, integrating Lean tools and AI can redefine best practices in manufacturing, setting new standards for operational excellence.",Artificial Intelligence,7 Citations,,,,"Integrating Lean Manufacturing tools with artificial intelligence (AI) is emerging as a revolutionary approach to optimize production processes, reduce waste, and enhance efficiency. Traditional Lean practices focus on waste reduction and process improvement, often relying on human expertise for problem identification and resolution. AI algorithms, on the other hand, excel in pattern recognition, data analysis, and decision-making. Lean tools and AI can offer more precise, data-driven solutions for common manufacturing challenges when integrated. AI algorithms can automate and refine Lean techniques like value stream mapping, Kanban, and 5S by providing real-time, actionable insights drawn from big data. This fusion of Lean and AI aids in predictive maintenance, quality control, and optimization, enhancing the efficiency and responsiveness of the manufacturing process. Moreover, AI’s capability for machine learning allows the system to adapt and improve autonomously over time, further aligning with Lean’s continuous improvement ethos. Seven case studies were conducted to show how this alignment might aid Lean Manufacturing. However, successful implementation necessitates overcoming data quality and algorithmic bias challenges. Despite these hurdles, integrating Lean tools and AI can redefine best practices in manufacturing, setting new standards for operational excellence.",Medium
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s40860-019-00080-3,Systematic literature review and metadata analysis of ransomware attacks and detection mechanisms,2019,Type,Journal of Reliable Intelligent Environments,Core,"Ransomware is advanced and upgraded malicious software which comes in the forms of Crypto or Locker, with the intention to attack and take control of basic infrastructures and computer systems. The vast majority of these threats are aimed at directly or indirectly making money from the victims by asking for a ransom in exchange for decryption keys. This systematic literature analysed the anatomy of ransomware, including its trends and mode of attacks to find the possible solutions by querying various academic literature. In contrast to previous reviews, sources of ransomware dataset are revealed in this review paper to ease the challenges of researchers in getting access to ransomware datasets. In addition, a taxonomy of ransomware current trends is presented in the paper. We discussed the articles in detail, the evolution and trend in ransomware researches. Most of the techniques deployed could not completely prevent ransomware attacks because of its obfuscation techniques, but rather recommend proper and regular backup of important files. This review can serve as a benchmark for researchers in proposing a novel ransomware detection methodology and starting point for novice researchers.",Artificial Intelligence,42 Citations,,,,"Ransomware is advanced and upgraded malicious software which comes in the forms of Crypto or Locker, with the intention to attack and take control of basic infrastructures and computer systems. The vast majority of these threats are aimed at directly or indirectly making money from the victims by asking for a ransom in exchange for decryption keys. This systematic literature analysed the anatomy of ransomware, including its trends and mode of attacks to find the possible solutions by querying various academic literature. In contrast to previous reviews, sources of ransomware dataset are revealed in this review paper to ease the challenges of researchers in getting access to ransomware datasets. In addition, a taxonomy of ransomware current trends is presented in the paper. We discussed the articles in detail, the evolution and trend in ransomware researches. Most of the techniques deployed could not completely prevent ransomware attacks because of its obfuscation techniques, but rather recommend proper and regular backup of important files. This review can serve as a benchmark for researchers in proposing a novel ransomware detection methodology and starting point for novice researchers.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s11036-023-02104-y,Advancing Security in the Industrial Internet of Things Using Deep Progressive Neural Networks,2023,Type,Mobile Networks and Applications,Core,"A machine learning algorithm that can solve complex tasks by leveraging information through transfer learning while avoiding catastrophic forgetting of previously learned data. This clearly is a principal milestone to achieving human-level intelligence. The exponential growth of the Industrial Internet of Things (IIoT) has warranted an urgent need for reliable security solutions. In this paper, a novel deep progressive algorithm leveraging, both, progressive learning and deep neural networks has been proposed to achieve this. The numerous threats faced by IIoT devices are accurately classified by the proposed Deep Progressive Neural Network (DPNN), and new classes are efficiently added to the previously trained network by employing prior knowledge via lateral connections to the previously learned network. Through robust experimentation, it is shown that the DPNN model improves the efficiency and reliability of the classification of attacks and that the proposed architecture provides an accuracy of 94% compared to the 69.7% accuracy of the contemporary KNN model.",Artificial Intelligence,0,,,,"A machine learning algorithm that can solve complex tasks by leveraging information through transfer learning while avoiding catastrophic forgetting of previously learned data. This clearly is a principal milestone to achieving human-level intelligence. The exponential growth of the Industrial Internet of Things (IIoT) has warranted an urgent need for reliable security solutions. In this paper, a novel deep progressive algorithm leveraging, both, progressive learning and deep neural networks has been proposed to achieve this. The numerous threats faced by IIoT devices are accurately classified by the proposed Deep Progressive Neural Network (DPNN), and new classes are efficiently added to the previously trained network by employing prior knowledge via lateral connections to the previously learned network. Through robust experimentation, it is shown that the DPNN model improves the efficiency and reliability of the classification of attacks and that the proposed architecture provides an accuracy of 94% compared to the 69.7% accuracy of the contemporary KNN model.",High
